COIL_NO,NUMBER_OF_PASSES,PASS_NO,PASS_INPUT_THICKNESS,PASS_OUTPUT_THICKNESS
K530512000,6,3,1.26,0.95
K530512000,6,4,0.96,0.71
K530340000,5,1,2,1.47
K530340000,5,2,1.46,1.07
K521522000,6,5,0.58,0.42
K530281000,6,1,1.98,1.49
K530281000,6,2,1.47,1.09
K521890000,6,3,1.05,0.77
K521890000,6,4,0.77,0.56
K521890000,6,5,0.56,0.4
K530716000,4,1,2.51,1.91
K530716000,4,2,1.91,1.46
K530757000,5,1,2.5,2.03
K530757000,5,2,2.02,1.64
K530720000,5,1,2.51,1.99
K530756000,4,2,1.91,1.47
K530756000,4,3,1.46,1.12
K4C1796000,4,1,1.96,1.45
K4C1796000,4,2,1.45,1.06
K4C1497000,5,4,0.79,0.58
K4C1497000,5,5,0.57,0.42
K4C1412000,4,4,0.63,0.41
K4C1305000,4,1,2,1.37
K4C1305000,4,2,1.36,0.95
K4C1825000,5,2,1.59,1.18
K4C1825000,5,3,1.18,0.85
K4C1687000,5,2,1.48,1.12
K4C1687000,5,3,1.12,0.82
K4C1783000,4,2,1.42,1.02
K4C1783000,4,3,1.01,0.74
K4C1657000,5,2,1.46,1.07
K4C1657000,5,3,1.07,0.8
K4C1422000,5,5,0.7,0.51
K4C1693000,5,1,1.99,1.47
K4C1693000,5,5,0.58,0.42
K4C1329000,5,5,0.66,0.48
K4C1568000,5,3,1.17,0.83
K4C1207000,7,5,0.66,0.51
K4C1207000,7,7,0.38,0.29
K4C1577000,5,1,2.19,1.62
K510431000,5,3,1.08,0.79
K510431000,5,4,0.79,0.58
K4C1913000,6,1,2.01,1.53
K4C1944000,5,5,0.58,0.42
K510418000,5,4,0.79,0.58
K510418000,5,5,0.57,0.41
K4C1775000,5,4,0.79,0.58
K510438000,4,2,1.35,0.97
K4B1479000,6,3,1.89,1.59
K4B1479000,6,4,1.56,1.31
K4B0931000,4,3,1.75,1.43
K4B0931000,4,4,1.42,1.15
K510841000,5,2,1.59,1.16
K510841000,5,3,1.16,0.83
K510795000,4,1,2.01,1.37
K510500000,7,5,0.93,0.76
K510500000,7,6,0.75,0.62
K510793000,5,4,0.76,0.55
K510772000,5,1,1.99,1.44
K510772000,5,2,1.45,1.06
K510836000,6,1,2.01,1.48
K510538000,5,2,1.44,1.07
K510875000,6,5,0.59,0.44
K4C1580000,4,4,0.63,0.41
K510593000,5,1,1.98,1.47
K510593000,5,2,1.45,1.07
K510557000,7,3,1.17,0.91
K510557000,7,4,0.91,0.7
K510541000,5,1,2.02,1.48
K510624000,4,3,1.11,0.82
K4C1311000,5,3,1.11,0.82
K4C1311000,5,4,0.83,0.61
K511387000,6,1,2.2,1.76
K511387000,6,2,1.76,1.42
K511387000,6,3,1.43,1.18
K511387000,6,4,1.18,0.98
K511387000,6,5,0.98,0.83
K4C0207000,7,1,3.15,2.66
K510789000,5,1,2.01,1.46
K510682000,5,5,0.54,0.39
K511544000,5,1,2,1.41
K520044000,6,6,0.55,0.43
K511687000,5,4,0.94,0.69
K511687000,5,5,0.69,0.5
K4C0493000,8,7,1.96,1.71
K4C0493000,8,8,1.72,1.53
K511450000,6,1,2.86,2.25
K511450000,6,2,2.23,1.81
K511450000,6,3,1.8,1.47
K511450000,6,4,1.47,1.31
K4C0417000,6,5,1.39,1.16
K4C0417000,6,6,1.15,0.97
K4C0423000,6,1,3.01,2.44
K4C0423000,6,2,2.44,2.02
K4C0216000,7,1,3.33,2.68
K4C0216000,7,2,2.69,2.23
K4C0216000,7,3,2.26,1.9
K4C0216000,7,7,1.18,1.02
K510671000,6,4,1.47,1.21
K510671000,6,5,1.2,0.99
K4B1821000,7,6,1.17,0.97
K4B1821000,7,7,0.97,0.82
K511555000,6,3,1.81,1.47
K511555000,6,4,1.48,1.21
K511555000,6,5,1.21,1
K511348000,7,5,2.75,2.42
K511348000,7,6,2.42,2.14
K511348000,7,7,2.14,1.92
K481737000,6,1,5.2,4.1
K521012100,5,5,1.11,0.87
K521147000,5,2,2.02,1.65
K521147000,5,3,1.64,1.33
K521161000,5,1,2.53,2.03
K521161000,5,2,2.03,1.65
K521161000,5,3,1.65,1.33
K521161000,5,4,1.33,1.08
K521161000,5,5,1.07,0.86
K520862000,6,1,2.23,1.7
K520862000,6,4,0.98,0.76
K520862000,6,5,0.74,0.57
K520855000,6,6,0.56,0.42
K521185000,4,4,1.33,1.09
K521185000,4,5,1.07,0.85
K520891100,5,5,1.11,0.88
K511176000,7,1,2.28,1.75
K511176000,7,4,1.14,0.93
K511176000,7,7,0.61,0.51
K521011100,5,2,2.22,1.8
K521011100,5,3,1.79,1.42
K521011100,5,4,1.41,1.12
K521011100,5,5,1.12,0.88
K521015100,5,1,2.81,2.21
K521015100,5,2,2.23,1.79
K521015100,5,3,1.79,1.42
K521015100,5,4,1.42,1.12
K521015100,5,5,1.12,0.88
K521016100,5,2,2.21,1.78
K521016100,5,3,1.78,1.42
K521287000,4,2,2.02,1.64
K521287000,4,3,1.64,1.33
K521287000,4,4,1.32,1.07
K521206000,4,2,2.02,1.65
K521206000,4,3,1.65,1.33
K521206000,4,4,1.34,1.07
K521206000,4,5,1.06,0.85
K521034000,3,2,2.04,1.71
K521034000,3,3,1.71,1.4
K521034000,3,4,1.4,1.16
K521249000,4,2,1.92,1.48
K521249000,4,3,1.47,1.13
K521249000,4,4,1.12,0.86
K521117000,4,3,1.48,1.13
K521117000,4,4,1.13,0.86
K521239000,5,1,2.03,1.52
K521239000,5,2,1.51,1.16
K521239000,5,3,1.16,0.88
K521239000,5,4,0.88,0.66
K521125000,5,1,2.05,1.53
K521125000,5,2,1.51,1.16
K521125000,5,3,1.16,0.88
K520769000,4,2,1.43,1.02
K520769000,4,3,1.02,0.74
K511647000,6,6,0.45,0.33
K521082000,4,2,1.65,1.26
K521082000,4,3,1.26,0.96
K521082000,4,4,0.96,0.72
K520714000,6,6,0.43,0.31
K520716000,6,6,0.41,0.29
K511437000,7,4,3.04,2.67
K511437000,7,5,2.67,2.36
K511437000,7,6,2.36,2.13
K511437000,7,7,2.12,1.92
K4B1914000,8,4,2.91,2.52
K4B1914000,8,5,2.54,2.2
K4B1914000,8,6,2.19,1.91
K4B1914000,8,7,1.93,1.69
K510668000,8,1,3.02,2.55
K510668000,8,2,2.5,2.17
K510668000,8,3,2.14,1.83
K510668000,8,4,1.84,1.56
K520493000,7,5,1.07,0.87
K520493000,7,6,0.88,0.73
K520975000,7,5,1.31,1.1
K520975000,7,6,1.11,0.94
K520809000,5,2,1.47,1.08
K520809000,5,3,1.08,0.79
K521193000,5,1,2.2,1.63
K521193000,5,4,0.92,0.68
K521193000,5,5,0.68,0.51
K521210000,5,1,2.21,1.63
K521208000,5,1,2.25,1.65
K521208000,5,2,1.63,1.24
K521208000,5,5,0.68,0.5
K521183000,4,4,0.73,0.51
K521129000,7,7,0.54,0.44
K521134000,4,4,0.73,0.51
K520686000,6,4,0.79,0.58
K511692000,4,5,0.58,0.42
K521275000,5,5,0.69,0.51
K521256000,7,1,2.33,1.78
K521256000,7,2,1.78,1.39
K4C1275000,5,3,1.29,0.99
K4C1275000,5,4,0.98,0.76
K4C1297000,5,1,1.96,1.45
K4C1581000,4,4,0.65,0.43
K4C1421000,5,1,1.98,1.49
K4C1583000,4,5,0.6,0.44
K4C1787000,4,2,1.35,0.96
K4C1825000,5,5,0.61,0.44
K4C1572000,4,4,0.83,0.59
K4C1411000,5,3,1.02,0.72
K4C1411000,5,4,0.72,0.52
K4C1824000,5,5,0.61,0.44
K4C1571000,5,4,0.83,0.59
K4C1571000,5,5,0.59,0.41
K4C1466000,5,4,0.79,0.57
K4C1466000,5,5,0.57,0.41
K4C1609000,6,2,1.47,1.08
K4C1609000,6,3,1.09,0.81
K4C1597000,6,5,0.59,0.43
K4B0845000,4,1,2.8,2.24
K4B2043000,7,7,0.72,0.61
K510516000,4,4,0.63,0.41
K510539000,5,3,1.1,0.82
K510539000,5,4,0.82,0.6
K510513000,5,1,2.02,1.47
K510513000,5,2,1.46,1.08
K510583000,5,3,0.93,0.63
K4B1192000,5,1,2.84,2.23
K4B1588000,5,1,2.83,2.22
K4B1588000,5,2,2.23,1.77
K4B1588000,5,3,1.78,1.4
K4C1980000,7,3,1.44,1.18
K4C1980000,7,4,1.17,0.94
K510499000,5,1,1.96,1.46
K510499000,5,2,1.45,1.08
K4B1187000,7,3,2.07,1.75
K4B1187000,7,4,1.77,1.5
K4B1187000,7,5,1.51,1.3
K510843000,5,1,2.21,1.59
K510843000,5,2,1.58,1.15
K510762000,5,5,0.55,0.39
K4C1862000,4,5,0.6,0.44
K4C1753000,5,2,1.48,1.11
K4C1753000,5,3,1.11,0.82
K510851000,5,1,2.02,1.47
K510851000,5,2,1.48,1.11
K510833000,6,5,0.57,0.41
K510650000,4,1,2.02,1.37
K510650000,4,2,1.37,0.94
K510620000,5,1,2.02,1.46
K511128000,6,4,0.95,0.76
K510789000,5,2,1.46,1.08
K510789000,5,3,1.08,0.79
K511686000,6,4,1.04,0.82
K511686000,6,5,0.81,0.65
K511685000,5,5,0.68,0.5
K511573000,5,4,0.96,0.72
K510771000,7,5,0.89,0.71
K510771000,7,6,0.71,0.57
K511405000,7,4,3.54,3.16
K511405000,7,5,3.16,2.82
K511405000,7,6,2.82,2.51
K511405000,7,7,2.52,2.24
K511752000,6,6,0.55,0.42
K511107000,7,5,0.96,0.77
K511524000,6,2,1.48,1.12
K511524000,6,3,1.11,0.83
K511519000,5,3,1.11,0.82
K511519000,5,4,0.83,0.61
K520278000,5,5,0.7,0.53
K520280000,5,2,1.54,1.2
K520280000,5,3,1.2,0.95
K520235000,5,3,1.11,0.83
K520235000,5,4,0.82,0.62
K510389000,4,3,1.02,0.72
K511643000,6,5,0.73,0.57
K520042000,3,2,1.93,1.51
K520042000,3,3,1.51,1.16
K520059000,3,1,2.54,1.94
K520041000,7,3,1.88,1.56
K520041000,7,4,1.56,1.31
K520041000,7,5,1.32,1.12
K520601100,6,4,1.58,1.32
K520601100,6,5,1.31,1.07
K520614100,4,4,1.34,1.03
K511510000,5,2,1.46,1.09
K511510000,5,3,1.08,0.79
K520563000,4,3,1.11,0.82
K520563000,4,4,0.82,0.61
K520950000,5,2,1.63,1.22
K520950000,5,3,1.22,0.91
K520950000,5,4,0.9,0.67
K520811000,5,1,2.03,1.44
K521375000,7,4,1.42,1.19
K521375000,7,5,1.19,1
K521375000,7,6,0.99,0.84
K521548000,5,2,1.63,1.23
K521548000,5,3,1.23,0.91
K521807000,5,4,0.93,0.69
K521807000,5,5,0.69,0.51
K530449000,6,1,2.2,1.67
K530428000,5,2,1.55,1.15
K530428000,5,3,1.13,0.79
K530533000,5,3,1.28,1
K530533000,5,4,0.99,0.74
K530660000,4,1,2.58,1.95
K530660000,4,2,1.9,1.51
K530517000,5,1,2.02,1.47
K530777000,4,2,1.9,1.47
K530777000,4,3,1.44,1.14
K530777000,4,4,1.12,0.86
K530809000,4,4,1.13,0.86
K530762000,4,1,2.49,1.91
K530762000,4,2,1.91,1.46
K530762000,4,3,1.46,1.12
K530762000,4,4,1.12,0.86
K530236000,7,1,2.22,1.82
K530236000,7,2,1.75,1.45
K530236000,7,3,1.43,1.17
K530698100,3,3,1.5,1.13
K530748000,5,3,1.11,0.82
K530748000,5,4,0.82,0.61
K521452000,6,4,0.79,0.58
K530216000,7,4,1.17,0.95
K530216000,7,5,0.96,0.78
K530250000,7,1,2.24,1.78
K530250000,7,2,1.76,1.44
K530250000,7,5,0.96,0.79
K530250000,7,6,0.79,0.66
K530572000,5,2,1.45,1.11
K530572000,5,3,1.1,0.81
K530572000,5,4,0.81,0.6
K530572000,5,5,0.6,0.45
K530832000,5,1,2,1.47
K530832000,5,2,1.46,1.08
K530832000,5,3,1.07,0.8
K530832000,5,5,0.57,0.41
K530814000,5,1,2,1.48
K530814000,5,2,1.45,1.12
K530814000,5,3,1.11,0.82
K530814000,5,4,0.81,0.6
K530814000,5,5,0.6,0.44
K530815000,1,1,2.04,1.46
K530796000,5,1,2.19,1.66
K530796000,5,2,1.61,1.3
K530796000,5,5,0.71,0.53
K530769000,5,1,2.18,1.67
K530769000,5,2,1.65,1.25
K530769000,5,3,1.26,0.95
K530769000,5,4,0.96,0.72
K530769000,5,5,0.72,0.54
K530905000,7,1,2.2,1.74
K530905000,7,2,1.74,1.39
K530905000,7,3,1.39,1.11
K530905000,7,4,1.1,0.87
K530905000,7,5,0.87,0.69
K530905000,7,6,0.69,0.54
K530828000,6,1,2,1.54
K530828000,6,2,1.54,1.2
K530828000,6,3,1.2,0.94
K530828000,6,4,0.94,0.72
K530846000,5,3,1.11,0.81
K530846000,5,4,0.82,0.6
K530735000,5,1,2.01,1.48
K530735000,5,2,1.47,1.1
K530735000,5,3,1.1,0.81
K530735000,5,4,0.81,0.6
K530735000,5,5,0.59,0.44
K530531000,5,4,0.81,0.6
K530531000,5,5,0.6,0.45
K530738000,5,1,2.01,1.46
K530738000,5,2,1.45,1.16
K530738000,5,3,1.08,0.79
K530738000,5,4,0.79,0.58
K530738000,5,5,0.57,0.41
K530831000,5,1,1.99,1.51
K530831000,5,2,1.47,1.09
K530831000,5,3,1.1,0.82
K530831000,5,4,0.82,0.6
K530845000,5,1,2.01,1.47
K530845000,5,2,1.46,1.08
K530845000,5,3,1.08,0.79
K530845000,5,4,0.8,0.58
K530845000,5,5,0.57,0.42
K530822000,5,1,2,1.47
K530822000,5,4,0.76,0.54
K4C1117000,6,1,3.17,2.54
K4C1117000,6,2,2.56,2.03
K4C1117000,6,3,2.04,1.59
K4C1117000,6,4,1.61,1.25
K4C1117000,6,5,1.27,0.98
K4C1280000,5,5,0.61,0.45
K4C1182000,5,5,0.71,0.54
K4C1301000,5,4,0.8,0.59
K4C1224000,6,4,0.78,0.62
K4C1442000,5,3,1.08,0.78
K4C1442000,5,4,0.79,0.57
K4C1228000,5,1,2.21,1.64
K4C1228000,5,2,1.62,1.2
K4C1786000,5,2,1.45,1.07
K4C1786000,5,3,1.07,0.78
K4C1335000,5,3,1.16,0.83
K4C1335000,5,4,0.83,0.59
K4C1708000,4,1,1.97,1.37
K4C1708000,4,2,1.37,0.94
K4C1584000,4,3,0.94,0.65
K4C1788000,5,1,1.98,1.47
K4C1788000,5,2,1.46,1.08
K4C1536000,5,4,0.82,0.6
K4C1536000,5,5,0.58,0.41
K4C1656000,5,5,0.58,0.42
K4C1294000,5,2,1.58,1.16
K4C1294000,5,3,1.18,0.82
K4C1370000,5,5,0.69,0.52
K4C1576000,6,2,1.68,1.28
K4C1576000,6,3,1.26,0.98
K4C1867000,5,3,1.08,0.79
K4C1867000,5,4,0.8,0.58
K4C1982000,4,1,2,1.43
K4C1982000,4,2,1.43,1.03
K4C1565000,6,4,0.97,0.73
K4C1565000,6,5,0.73,0.55
K4C1329000,5,1,2.2,1.63
K4C1329000,5,2,1.63,1.22
K4B1931000,5,1,2.77,2.26
K4B1931000,5,2,2.23,1.78
K4C1291000,6,5,0.56,0.41
K510588000,5,1,1.97,1.43
K4B2028000,4,1,2.82,2.26
K4B2028000,4,2,2.26,1.82
K4B2028000,4,3,1.82,1.46
K510447000,4,3,0.9,0.61
K4C0367000,6,2,4.24,3.68
K4C0367000,6,3,3.66,3.11
K510792000,4,3,0.93,0.63
K510498000,6,3,1.19,0.94
K510498000,6,4,0.92,0.73
K510548000,6,3,1.23,0.91
K4C0089000,5,5,1.1,0.86
K4C1866000,6,3,1.19,0.92
K510557000,7,5,0.7,0.54
K510557000,7,6,0.54,0.41
K510702000,2,2,1.59,1.15
K512071000,5,4,0.88,0.67
K520029000,6,3,1.4,1.13
K520029000,6,4,1.13,0.91
K511551000,6,1,2.02,1.53
K511551000,6,2,1.53,1.17
K511522000,6,5,0.61,0.46
K511518000,6,1,1.99,1.5
K511634000,6,1,1.99,1.47
K511775000,6,1,2,1.47
K520075000,6,3,1.07,0.79
K520075000,6,4,0.78,0.57
K520076000,6,6,0.41,0.3
K511639000,6,6,0.41,0.3
K520256000,6,1,2,1.55
K520256000,6,2,1.55,1.21
K520256000,6,5,0.71,0.56
K520280000,5,4,0.94,0.72
K520240000,6,4,0.93,0.72
K520240000,6,5,0.72,0.55
K520240000,6,6,0.55,0.42
K520233000,5,3,1.09,0.8
K520233000,5,4,0.79,0.58
K510456000,5,4,0.81,0.56
K510389000,4,1,2.01,1.43
K510389000,4,2,1.42,1.03
K511313000,4,1,2,1.42
K512066000,6,1,2.02,1.55
K512066000,6,2,1.55,1.21
K511581000,4,3,1.18,0.88
K511581000,4,4,0.89,0.67
K520097000,3,1,2.44,1.94
K520025000,3,1,2.57,1.93
K520244000,5,1,2.02,1.47
K520244000,5,2,1.42,1.09
K520243000,5,3,1.12,0.83
K4C1880000,6,6,0.49,0.37
K521270000,5,1,2.04,1.51
K521270000,5,2,1.51,1.15
K521125000,5,4,0.88,0.66
K520771000,4,1,2.02,1.43
K520771000,4,2,1.44,1.03
K520780000,5,2,1.47,1.09
K520780000,5,5,0.57,0.42
K4B1914000,8,8,1.68,1.5
K520491000,7,1,2.86,2.31
K520491000,7,2,2.31,1.92
K521324000,7,7,0.54,0.44
K521256000,7,3,1.39,1.1
K521256000,7,6,0.69,0.54
K521443000,5,1,2.23,1.65
K521443000,5,2,1.64,1.24
K521443000,5,3,1.25,0.93
K521443000,5,5,0.69,0.52
K521401000,5,1,2.24,1.66
K521401000,5,2,1.65,1.24
K521653000,4,1,2.5,1.92
K521653000,4,2,1.93,1.51
K521399000,4,1,2.5,1.96
K521399000,4,2,1.94,1.6
K521059000,4,2,1.55,1.15
K521059000,4,3,1.13,0.81
K520842000,5,3,1.17,0.89
K520842000,5,4,0.89,0.68
K521712000,5,5,1.1,0.88
K521650000,5,1,2.5,2.04
K521650000,5,2,2.01,1.68
K521650000,5,3,1.65,1.34
K521650000,5,4,1.35,1.1
K521650000,5,5,1.09,0.88
K521672000,4,2,1.92,1.53
K521672000,4,3,1.51,1.16
K521672000,4,4,1.16,0.89
K521671000,4,4,1.16,0.89
K521583000,5,1,1.99,1.48
K521583000,5,2,1.46,1.09
K521583000,5,3,1.08,0.79
K521683000,4,1,2.06,1.45
K521683000,4,2,1.42,1.05
K521683000,4,3,1.01,0.74
K521683000,4,4,0.74,0.51
K521169000,4,1,1.98,1.47
K521169000,4,2,1.46,1.09
K521577000,5,3,1.08,0.8
K521577000,5,4,0.8,0.58
K520885000,5,2,1.47,1.09
K520885000,5,3,1.09,0.8
K521273000,6,3,1.27,0.95
K521273000,6,4,0.95,0.73
K521001000,4,4,0.8,0.58
K521130000,4,1,2.01,1.48
K521348000,4,3,1.08,0.8
K521348000,4,4,0.79,0.58
K4C0412000,7,7,1.29,1.11
K521213000,6,6,2.33,2.01
K521697000,7,2,1.77,1.41
K521697000,7,3,1.39,1.15
K521697000,7,7,0.62,0.51
K521605000,5,1,2.52,2.03
K521605000,5,2,2.04,1.67
K521605000,5,3,1.66,1.37
K521605000,5,4,1.36,1.1
K521605000,5,5,1.09,0.89
K521593100,4,1,2.76,2.12
K521593100,4,2,2.17,1.67
K521593100,4,3,1.67,1.27
K521593100,4,4,1.27,0.96
K520852000,4,1,2,1.45
K520852000,4,2,1.45,1.06
K520837000,5,3,1.23,0.83
K520837000,5,4,0.81,0.6
K520850000,5,2,1.47,1.1
K520850000,5,3,1.1,0.81
K520828000,5,5,0.54,0.38
K521112000,6,1,1.98,1.47
K521112000,6,2,1.47,1.09
K521112000,6,4,0.8,0.6
K521112000,6,5,0.59,0.43
K521099000,6,3,1.07,0.78
K521099000,6,4,0.77,0.57
K521092000,6,3,1.13,0.83
K521092000,6,4,0.83,0.59
K520884000,5,4,0.8,0.59
K521032000,6,1,2,1.54
K521032000,6,2,1.55,1.21
K521032000,6,3,1.2,0.94
K521032000,6,4,0.94,0.74
K521032000,6,5,0.73,0.56
K520791000,6,1,1.98,1.55
K4C0888000,7,7,1.19,1
K4C1188000,6,4,0.93,0.71
K4C1188000,6,5,0.71,0.54
K4B0696000,6,2,2.21,1.83
K4B0696000,6,3,1.8,1.46
K4C1183000,5,1,1.97,1.48
K4C1183000,5,2,1.47,1.09
K4C1224000,6,5,0.57,0.41
K4C1435000,5,5,0.51,0.36
K4C1454000,5,1,2,1.46
K4C1454000,5,2,1.46,1.08
K4C1454000,5,3,1.09,0.8
K4C1286000,6,6,0.44,0.32
K4C1212000,6,1,2.02,1.49
K4C1212000,6,2,1.45,1.11
K4C1212000,6,4,0.82,0.6
K4C1335000,5,1,2.17,1.6
K4C1335000,5,2,1.58,1.15
K4C1404000,5,3,1.17,0.85
K4B1269000,6,2,2.31,1.92
K4B1269000,6,3,1.92,1.58
K4B1269000,6,4,1.58,1.3
K4C1794000,5,1,1.98,1.46
K4C1785000,5,1,1.98,1.47
K4C1908000,4,4,0.73,0.51
K4C0975000,8,7,1.01,0.84
K4C0975000,8,8,0.85,0.72
K4C1401000,5,3,1.16,0.88
K4C1704000,5,4,0.79,0.58
K4C1704000,5,5,0.57,0.41
K510023000,6,5,0.71,0.52
K4B1766000,5,1,2.75,2.32
K4B1766000,5,2,2.32,1.95
K4B1766000,5,3,1.95,1.64
K4B1766000,5,4,1.64,1.38
K4C0679000,8,1,2.25,1.85
K4C0368000,5,4,3.64,3.35
K4C1738000,7,4,0.78,0.56
K4C1738000,7,5,0.57,0.42
K4C1742000,6,5,0.56,0.41
K4C1942000,6,6,0.62,0.48
K4B0612000,7,2,2.01,1.6
K4B0612000,7,3,1.6,1.31
K4B0612000,7,4,1.32,1.08
K510439000,5,4,0.68,0.42
K510423000,5,1,2.03,1.45
K4B1712000,4,1,2.8,2.25
K4B1712000,4,2,2.24,1.82
K510583000,5,2,1.37,0.94
K510402000,6,3,1.06,0.77
K510519000,5,3,1.04,0.77
K510519000,5,4,0.76,0.55
K510523000,5,3,1.18,0.9
K510554000,4,1,1.97,1.5
K510554000,4,2,1.48,1.13
K510420000,5,1,2.04,1.48
K510420000,5,2,1.48,1.11
K511246000,6,5,0.58,0.43
K511167000,6,6,0.42,0.31
K4C0051000,6,5,1.29,1.07
K4C0051000,6,6,1.05,0.86
K4C0612000,6,3,1.9,1.55
K4C0612000,6,4,1.56,1.28
K4C0612000,6,5,1.3,1.05
K511426000,6,3,1.1,0.81
K511426000,6,4,0.81,0.6
K510932000,6,3,1.07,0.78
K510932000,6,4,0.77,0.57
K510826000,4,5,0.57,0.41
K510787000,4,2,1.45,1.05
K510787000,4,3,1.05,0.76
K510568000,5,4,0.75,0.54
K510568000,5,5,0.54,0.39
K511305000,7,7,0.61,0.52
K4C0388000,6,2,1.71,1.33
K4C0388000,6,3,1.32,1.05
K4C0388000,6,4,1.05,0.82
K4C1409000,7,1,3.23,2.55
K511544000,5,2,1.43,1.06
K511689000,5,1,2.19,1.66
K520083000,4,3,1.13,0.85
K520083000,4,4,0.85,0.64
K520094000,5,3,1.1,0.81
K520094000,5,4,0.83,0.6
K510680000,7,1,2.08,1.82
K510680000,7,2,1.76,1.43
K520082000,4,3,1.03,0.72
K520082000,4,4,0.72,0.5
K510717000,7,1,2.18,1.76
K510717000,7,2,1.77,1.43
K510717000,7,3,1.44,1.16
K4B1859000,8,1,4.79,4.06
K520708000,5,1,2.01,1.46
K520739000,6,6,0.43,0.31
K520720000,6,1,1.99,1.48
K521193000,5,2,1.63,1.24
K521193000,5,3,1.24,0.92
K521167000,4,1,1.99,1.45
K521167000,4,2,1.41,1.01
K520779000,5,3,1.09,0.79
K520779000,5,4,0.79,0.59
K521674000,7,3,1.4,1.14
K521674000,7,4,1.14,0.92
K520741000,7,1,2.2,1.74
K520741000,7,2,1.75,1.4
K521578100,4,2,2.16,1.66
K521578100,4,3,1.66,1.27
K521578100,4,4,1.27,0.96
K521156000,4,3,1.06,0.77
K521156000,4,4,0.77,0.55
K520836000,4,4,0.75,0.53
K521095000,6,3,1.07,0.78
K521095000,6,4,0.78,0.56
K521869000,5,1,2.25,1.71
K521993000,5,1,2.52,2.03
K521993000,5,2,2.02,1.66
K521993000,5,3,1.66,1.34
K521469000,4,3,1.03,0.74
K521469000,4,4,0.75,0.53
K520820000,5,2,1.47,1.09
K520820000,5,3,1.09,0.81
K521518000,4,2,1.44,1.05
K521518000,4,3,1.03,0.74
K520833000,5,2,1.48,1.1
K520833000,5,3,1.1,0.83
K521101000,6,4,0.83,0.62
K521101000,6,5,0.61,0.45
K521804000,6,1,1.98,1.53
K520032000,8,6,1.01,0.82
K520032000,8,7,0.81,0.65
K522126000,4,2,1.46,1.08
K521896000,5,5,0.58,0.42
K521071000,6,6,0.42,0.3
K521173000,6,6,0.41,0.28
K530006000,5,3,1.1,0.84
K530006000,5,4,0.83,0.61
K530006000,5,5,0.6,0.44
K521849000,6,4,0.84,0.63
K521849000,6,5,0.62,0.46
K521849000,6,6,0.46,0.34
K530001000,6,6,0.39,0.29
K521226000,6,6,0.41,0.3
K4B1826000,8,1,3.19,2.69
K4B1826000,8,2,2.7,2.32
K521648000,7,1,4.8,3.97
K521648000,7,2,3.97,3.44
K521648000,7,3,3.44,2.99
K521648000,7,4,2.97,2.65
K521282000,6,6,0.74,0.62
K521645000,6,2,1.51,1.19
K521645000,6,3,1.18,0.93
K521645000,6,4,0.94,0.75
K521645000,6,5,0.74,0.62
K521645000,6,6,0.61,0.51
K530057000,6,5,0.75,0.58
K530057000,6,6,0.57,0.45
K521160000,5,1,2.04,1.52
K521160000,5,2,1.51,1.16
K521160000,5,3,1.17,0.88
K521160000,5,4,0.88,0.67
K530027000,5,6,0.5,0.39
K521438000,5,5,0.58,0.42
K521102000,6,6,0.42,0.3
K521274000,5,5,0.59,0.43
K530422000,5,1,1.99,1.48
K530097000,5,6,0.68,0.55
K530507000,5,3,1.08,0.8
K530507000,5,4,0.8,0.58
K521897000,6,6,0.4,0.28
K530281000,6,3,1.08,0.8
K530281000,6,4,0.8,0.58
K530520000,6,3,1.26,0.96
K530520000,6,4,0.95,0.73
K530726000,4,4,1.13,0.86
K530810000,4,3,1.46,1.12
K530810000,4,4,1.13,0.86
K530704100,4,2,2.04,1.69
K530704100,4,3,1.7,1.4
K530704100,4,4,1.41,1.17
K530706100,4,2,2,1.62
K530706100,4,3,1.62,1.3
K530706100,4,4,1.3,1.03
K530858000,4,1,2.5,1.93
K530858000,4,2,1.92,1.52
K530858000,4,3,1.51,1.18
K4C0454000,8,1,4.78,4.02
K4C0454000,8,2,3.99,3.46
K4A0943000,6,2,2.6,2.19
K4A0943000,6,3,2.19,1.8
K4C1208000,6,2,1.45,1.06
K4C1208000,6,3,1.06,0.78
K4C1180000,5,4,0.81,0.6
K4C1180000,5,5,0.6,0.45
K4C0373000,5,1,5.2,4.31
K4C0407000,5,1,5.2,4.32
K4C0407000,5,2,4.31,3.96
K4C0407000,5,3,3.94,3.65
K4B1777000,6,6,1.05,0.86
K4B1930000,6,4,1.56,1.29
K4B1930000,6,5,1.29,1.05
K4B1930000,6,6,1.06,0.86
K4C1274000,5,1,2.19,1.67
K4C1271000,5,3,1.27,0.93
K4C1271000,5,4,0.93,0.69
K4C1355000,6,5,0.56,0.41
K4C1739000,6,3,1.08,0.8
K4C1739000,6,4,0.8,0.59
K4C1827000,6,1,1.96,1.44
K4C1827000,6,2,1.45,1.06
K4C0366000,6,1,5.2,4.35
K4C0366000,6,2,4.34,3.88
K4C1567000,6,5,0.74,0.56
K4C1696000,5,2,1.46,1.08
K4C1696000,5,3,1.08,0.78
K4A0940000,6,1,3.17,2.63
K4A0940000,6,2,2.63,2.16
K4A0940000,6,3,2.17,1.79
K4C1775000,5,1,2.02,1.47
K510547000,5,4,0.82,0.59
K510547000,5,5,0.58,0.42
K4B1518000,6,3,1.9,1.61
K4B1518000,6,4,1.58,1.32
K4B1518000,6,5,1.3,1.07
